Drug Name,Description,URL,License Note,License URL,cid,SMILES
PROPYLENE GLYCOL 1-LAURATE,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/M4AW13H75T,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[14870],CCCCCCCCCCCC(=O)OCC(C)O
"15-METHYL PROSTAGLANDIN D2, (15S)-","The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/GLI7N28B31,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[5283051],CCCCCC(C)(C=CC1C(C(CC1=O)O)CC=CCCCC(=O)O)O
DIETHYLENE GLYCOL DIGLYCIDYL ETHER,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/DU5YP0O31R,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[351024],C1C(O1)COCCOCCOCC2CO2
TIAMENIDINE,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/195V08O55G,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[39974],CC1=CSC(=C1NC2=NCCN2)Cl
"2-CHLORO-1,4-DINITROBENZENE","The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/6TGA767QWV,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[98620],C1=CC(=C(C=C1[N+](=O)[O-])Cl)[N+](=O)[O-]
2.ALPHA.-HYDROXYTESTOSTERONE DIPROPIONATE,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/48J28L7XQK,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[11954148],CCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)C(CC34C)OC(=O)CC)C
GUAMECYCLINE,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/4NQR4R6G3S,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[54688683],CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NCN5CCN(CC5)C(=N)N=C(N)N)N(C)C)O
Palmitoyl Dipeptide-5 Diaminohydroxybutyrate,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/1MGA33DQ5R,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[72941914],CCCCCCCCCCCCCCCC(=O)NC(CCCCN)C(=O)NC(C(C)C)C(=O)NC(CCN)C(=O)O
IMEPITOIN,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/19V39682LI,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[3083511],C1COCCN1C2=NC(=O)N(C2)C3=CC=C(C=C3)Cl
N-SORBOYLMORPHOLINE,"The FDA Global Substance Registration System (GSRS) enables the efficient and accurate exchange of information on what substances are in regulated products. Instead of relying on names, which vary across regulatory domains, countries, and regions, the GSRS knowledge base makes it possible for substances to be defined by standardized, scientific descriptions.",https://gsrs.ncats.nih.gov/ginas/app/beta/substances/LET8LRC21R,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[13405154],CC=CC=CC(=O)N1CCOCC1
