,smiles
1264,C1=CC(=CC=C1C2=CC(=O)C3=C(C(=C(C=C3O2)O)C4=C(C=CC(=C4)C5=CC(=O)C6=C(C=C(C=C6O5)O)O)O)O)O
1265,[11B]
1266,COC1=C(C(=C(C(=C1)CC2=NC3=C(N2CCCC#C)N=CN=C3N)Cl)OC)OC
1267,[C@H](C(F)(F)F)(Cl)Br
1268,[11CH4]
1269,CCCCCCCCCCCCCCCCCCCCCC(=O)O
1270,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C(=O)NC2=CC=C(C=C2)O)/C)/C
1271,CCCCCO
1272,CC(C(=O)O)N
1273,O.O.[Zn]
1274,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O
1275,CCC1C[C@H]2C3CCC4=CC(=O)CCC4[C@H]3CCC2([C@H]1O)C
1276,CC(C)CCC(C(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)O
1277,C1=CC=C(C=C1)NC2=NC(=O)C3=C(N2)N(C=N3)CCCCO
1278,CSC1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O
1279,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl
1280,CCC(=O)OCC(CCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)(O)O
1281,C[C@@H](/C=C(\C)/C=C/[C@@H]([C@H](C)C(=O)O)N)[C@H](CC1=CC=CC=C1)OC
1282,CS(=O)(=O)C1=CC=C(C=C1)NC2=CC(=NC3=CC=NN32)Cl
1283,C1=CC=C2C(=C1)C(=O)N[C@@]2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O
1284,[CH2]Cl
1285,C(CCN)C[C@@H](C(=O)O)N
1286,CC(C)CCC(=O)O
1287,CCC1=C(C(=NC(=N1)N)N)C2=CC3=C(C=C2)SC(C(=O)N3CCNC(=O)C)(C)C
1288,CCC(=O)O[C@@]1([C@H](CC2[C@@]1(C[C@@H]([C@]3(C2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)CCl
1289,C=CC(=O)NC1=CC2=C(C=C1)N=CN=C2NC3=CC=CC=C3
1290,CC(C)([C@@H](C(=O)O)N)S
1291,C1CC1C(=O)O
1292,C1C[C@H](N(C1)C(=O)CCC2=CC=CC=C2)C(=O)NCC3=CC=C(C=C3)C(=N)N
1293,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H](C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O
1294,CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31
1295,C[C@@]12CCC[C@H]1[C@@H]3CC[C@H]4C[C@H](CC[C@@]4([C@H]3CC2)C)O
1296,CN(C)CCC1=CC=C(C=C1)O
1297,C(CN)CSC[C@@H](CO)N
1298,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@H]2O)CCC4=CC(=O)CC[C@]34C
1299,COC1=CC(=CC(=C1OC)OC)[C@H]2[C@H]3[C@H](CC4=CC5=C(C=C24)OCO5)COC3=O
1300,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)O)F)O)O)O
1301,C1[C@H](O[C@](O1)(CCC2=CC=C(C=C2)Cl)CN3C=CN=C3)CSC4=CC=CC(=C4)N.Cl
1302,C1CN(CCC1C(=O)N2CCN(CC2)S(=O)(=O)C3=CC4=C(C=C3)C=C(C=C4)Cl)C5=CC=NC=C5
1303,CC1=C(C(C[C@H](C1=O)O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C2=C(C(=O)C(CC2(C)C)O)C)/C)/C
1304,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC
1305,C1=CC=C(C=C1)C2=CC3=C(C4=C(N3)C=CC(=C4)O)C5=C2C(=O)NC5=O
1306,CC(=C)[C@@H]1CC[C@]2(C1C3CCC4[C@]5(CC[C@@H](C(C5CC[C@]4([C@@]3(CC2)C)C)(C)C)OC(=O)CN(C6[C@@H]([C@H]([C@H]([C@H](O6)CO)O)O)O)OC)C)C(=O)O
1307,C1=C(C=C(C(=C1Cl)O)SC2=CC(=CC(=C2O)Cl)Cl)Cl
1308,CNCCC1=CC=C(C=C1)O
1309,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5
1310,CC1=C(C(=NC(=N1)N)N)C2=CC(=C(C=C2)Cl)Cl
1311,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2C[C@H]([C@@]3([C@@H]4[C@@H](CC[C@@]3(C2)O)[C@]5(CC[C@@H]([C@]5(C[C@H]4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O
1312,CC[C@@]1(CC2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9[C@H]7[C@@](C=CC9)(C([C@@](C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
1313,[C@H]([C@@H](C(=O)N)O)(C(=O)O)N
1314,C[C@]12CC[C@H]3C([C@@H]1CCC2=O)CCC4=CC(=O)CC[C@]34CC#C
1315,CC(C)[C@@H](C(=O)O)N
1316,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)O[C@@H]3[C@H](OC([C@@H]([C@H]3O)O)O)CO)CO)O)CO)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)O
1317,CCN1C2=CC3=C4CCCC5=C(NNC5=C4N=C3C=C2C(C1=O)(C)C)C
1318,C[N+]1(CCCC1C(=O)[O-])C
1319,C1[C@H]([C@@H](C(=O)C[C@]1(C(=O)O)O)O)O
1320,CN(C)CCC1=CNC2=C1C=C(C=C2)O
1321,C[C@H]([C@@H](C1=NC=C(C=C1)O)O)[C@@H](C(=O)N[C@@H]([C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)C(=O)O)N
1322,CC(=O)C1=CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C
1323,COC1=C(C=C(C=C1)C2(CCC(CC2)C(=O)O)C#N)OC3CCCC3
1324,C([C@@H]([C@@H]([C@H]([C@H](C(=O)O)O)O)O)O)O.C([C@@H]([C@@H]([C@H]([C@H](C(=O)O)O)O)O)O)O.[Fe]
1325,[F-].[F-].[K+].[K+]
1326,C1=CC2=C3C(=C1)C=CC4=C3C(=CC5=C4[C@H]6[C@H](O6)[C@@H]([C@H]5O)O)C=C2
1327,C[C@@]12CCC[C@@]([C@H]1CC[C@]34[C@H]2CC[C@](C3)(C(=C)C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)(C)C(=O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O
1328,CC(=CCC[C@@](C)([C@H]1CC[C@@]2([C@@H]1[C@@H](C[C@H]3[C@]2(C[C@@H]([C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)O)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C
1329,CC(=NCCCCC(C(=O)O)N)N
1330,B1(OCCO1)OCC2=CC=C(C=C2)C(=[NH2+])N
1331,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O
1332,C([C@H](C(=O)[O-])N)C(=O)O.C([C@@H](C(=O)[O-])N)C(=O)O.[Zn+2]
1333,C1=NC2=C(N1)C(=O)NC(=O)N2
1334,CCCC(CCO)S
1335,CC1=CC=CC2=CC=CC=C12
1336,C1CCNC(=O)C1
1337,C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F
1338,CC(C)N1CCC(CC1)NC(=O)C2=CC3=CC=CC=C3N2CC(=O)NC4=CC=C(C=C4)Cl
1339,C(CC(=O)O)CN
1340,C[N+](C)(C)CCOP(=O)(O)OC[C@@H](COC(=O)CCCCCCCCCCCOC)OC(=O)CCCCCCCCCCCOC
1341,CCCCCCCC(=O)OCC
1342,C1CCCC(CC1)CC2=CC3=C(S2(=O)=O)C=C(C=C3)OS(=O)(=O)N
1343,CC12CCC(=O)C=C1CCC3C2C(=O)CC4(C3CCC4C(=O)CO)C
1344,CCC(C(=O)O)C(=O)O
1345,COC1=CC\2=C(C=C1)NC(=O)/C2=C\C3=CN=CN3
1346,C1CCC(CC1)N
1347,CC(C)C[C@@H](C(=O)N)N
1348,CC1[C@@H](CC(=C/C=C/2\CCC[C@]3(C2CCC3[C@H](C)CCCC(C)(C)O)C)C[C@H]1O)O
1349,CC(=O)C(=O)O
1350,C1[C@H](O[C@H](S1)CO)N2C=CC(=NC2=O)N
1351,CC(C)(C)CN
1352,C1[C@H](O[C@@](O1)(CCC2=CC=C(C=C2)Cl)CN3C=CN=C3)CSC4=CC=CC(=C4)N
1353,C(C(=O)COP(=O)(O)O)O
1354,CCCCCCCCCCCCCCCCO
1355,CCCCN1C(=NC2=C1N=CN=C2N)CC3=CC4=C(C=C3)OCO4
1356,C([C@H]([C@H](C=O)O)O)O
1357,CCN(CC)C1=CC=CC=C1
1358,C1C(O1)C(=O)O
1359,CC(=O)C1=C[N+](=CC=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C4N=CN=C5N)OP(=O)(O)O)O)O)O
1360,C([C@@H]1[C@@H]([C@@H]([C@H](C(O1)OC[C@H]([C@@H]([C@@H]([C@H](C=O)O)O)O)O)O)O)O)O
1361,CC[C@]1(CC[C@@H](O1)[C@@]2(CC[C@@]3(O2)C[C@@H]([C@H]([C@H](O3)[C@@H](C)[C@H]([C@H](C)C(=O)O)OC)C)O)C)[C@H]4[C@H](C[C@@H](O4)[C@@H]5[C@H](C[C@H]([C@@](O5)(CO)O)C)C)C
1362,C1C2=CC(=CC(=C2OCO1)CN3C4=CC=CC(=C4/C(=N/O)/C3=O)C5=CC=CC=C5)F
1363,C[C@]12CC[C@H]3[C@H]([C@@H]1CC=C2)CCC4=CC(=O)CC[C@]34C
1364,CC12CCC3C(C1CCC2OC(=O)CCC4CCCC4)CCC5=CC(=O)CCC35C
1365,CCCN1CCC[C@H]2C1CC3=C(C2)NN=C3.Cl
1366,CC1=CC2=C(C=C1)SC(=N2)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O
1367,[81Br-]
1368,C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C
1369,CCOC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)CC(=O)NO
1370,CNCCNS(=O)(=O)C1=CC=CC2=C1C=CN=C2
1371,C1=C(C=C(C2=C1O[Bi]O2)O)C(=O)O.O
1372,C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)N=C(N3)N
1373,C1=C(C(=O)NC(=O)N1)F
1374,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)O)CCC4=CC(=O)CC[C@]34C
1375,CC(C)(C(C(=O)O)N)S
1376,CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)O
1377,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O.C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O
1378,C1=NC2=C(C(=N1)N)N=CN2C[C@H]([C@H](C(=O)O)O)O
1379,CC1=CC(=CC(=C1CC2=NCCN2)C)C(C)(C)C
1380,C1=CC=C(C=C1)CN(CC2=CC=CC=C2)C(=O)[C@H](CC(=O)N(CC(=O)O)N)O
1381,C1C(OC(C1O)N2C=NC3=C2N=CN=C3N)CO
1382,CC[C@@]1(CC[C@H]2[C@H](C1)CC[C@@H]3[C@@]2(CCCC3(C)C)C)C
1383,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
1384,[79Br-]
1385,C1=CC2=C(C=CC=C2S(=O)(=O)N)C(=C1)O
1386,CC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC2=CC=C(C=C2)C(F)(F)P(=O)(O)O)C(=O)N
1387,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1
1388,CC(C)C=O
1389,C1CCC(C1)OC2=CC=C/C(=C/3\NC4=C(N3)C=C(C=C4)C(=N)N)/C2=O
1390,C[C@H](CCC[C@@H](C)C(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C
1391,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@H]5CN([C@@H]6CC7=CNC8=CC=CC(=C78)C6=C5)C
1392,COC1C(OC(C(C1O)O)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC)CO)CO)CO
1393,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)O
1394,CN(CCCNN)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O
1395,C1=CC=C(C=C1)CN2C=CN=C2
1396,B(C1=CC=CC=C1)(O)O
1397,C1=CC=C(C=C1)CCC(=O)NC2=CC3=C(C=C2)C=CN3CC[C@H](CO)N4C=C(N=C4)C(=O)N
1398,C1=CC=C(C=C1)C[C@@H](C(=O)O)O
1399,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3
1400,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CCC4=O)C
1401,C(C(C(C(C(C=O)O)O)O)O)O.C(C(C(C(C(C=O)O)O)O)O)O.C(C(C(C(C(=O)CO)O)O)O)O.C(C(C(C(C(=O)CO)O)O)O)O
1402,C(=NN)(N)N
1403,CC(C1=CC=CC(=C1)C(=O)C2=CC=CC=C2)C(=O)O
1404,CNC(=O)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3NCC4=CC(=CC=C4)I)O)O
1405,CCN[C@H]1CO[C@H](C[C@@H]1OC)O[C@@H]2[C@H]([C@@H]([C@H](OC2O[C@H]3C#C/C=C\C#C[C@]\4(CC(=O)C(=C3/C4=C\CSSSC)NC(=O)OC)O)C)NO[C@H]5C[C@@H]([C@@H]([C@H](O5)C)SC(=O)C6=C(C(=C(C(=C6OC)OC)O[C@H]7[C@@H]([C@@H]([C@H]([C@@H](O7)C)O)OC)O)I)C)O)O
1406,CC(=C)C(=O)[O-].[Na+]
1407,[OH-].[OH-].[OH-].[OH-].[Ir]
1408,C1=CC2=C(C=CN=C2)C(=C1)S(=O)(=O)NCCNCCOCC3=CC=C(C=C3)Cl
1409,B1(OCCO1)OCCCC[NH3+]
1410,CC(C[N+](C)(C)C)OC(=O)N
1411,C[C@@H]1CCCN(C1)C(=O)C
1412,C1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)COP(=O)(O)OP(=O)(O)O)F
1413,C1[C@@H]([C@H](C2=C1C=CC(=C2)C3=CC=C(C=C3)O)[C@@H](CCCCC(=N)N)C(=O)O)O
1414,CC1(CCCC(N1C)(C)C)C
1415,C1=CC(=CC=C1C[C@@H](C(=O)NS(=O)(=O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=CN=C4N)O)O)N)O
1416,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC
1417,CO[C@H]1[C@@H]([C@H]([C@@H](O1)C(CO)O)O)O
1418,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.[Cu+2]
1419,CC(C)NCC(COC1=CC=CC=C1CC=C)O
1420,C1C=NC2=C1C(=O)N=C(N2)N
1421,[NH4+].[Br-]
1422,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2=CC=C(C=C2)S(=O)(=O)N
1423,C1=CC(=C(C(=C1)CC(=O)O)N)C(=O)C2=CC=C(C=C2)Br
1424,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C4N=CN=C5N)OP(=O)(O)O)O)O)O)C(=O)O
1425,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3
1426,C([C@H]([C@H]([C@@H]([C@@H]([13CH]=O)[15NH2])O)O)O)O
1427,CC(=C)C1CCC(=CC1)C(=O)O
1428,C[C@@H](CO)O
1429,C[C@]12CCC(=O)C=C1C=C[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(CCC(=O)O)O)C
1430,C#C[C@H]1CC[C@H](N1C(=O)[C@H](C2CCCC2)N)CN
1431,CN1C2=NC(=NC=C2C=C(C1=O)C3=C(C=CC=C3Cl)Cl)NC4=CC=CC(=C4)CO
1432,C1=CC2=C(N=C1)SC(=C2)C(=[NH2+])N
1433,C(C[C@@H](C(=O)O)N)CN=C(N)N
1434,CCN1C2=NC=C(C(=C2C=N1)NC3CCOCC3)C(=O)NCC4=CC=CC=C4
1435,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)C
1436,C1COCCC1(CC(=O)NO)S(=O)(=O)C2=CC=C(C=C2)OC3=CC=C(C=C3)Cl
1437,C[C@@H]1[C@H](C[C@@H](O1)N2C=NC3=C2N=CN=C3N)OP(=O)(O)O
1438,CC(C1C(C(C(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)O)NC)O)N)N)N)O)O)O
1439,[OH3+].[OH3+].O.[OH2+]O.[Ca].[Mn].[Mn].[Mn].[Mn]
1440,CC1=CC=C(CC1)C(C)C
1441,COC(=O)CC(=O)OC
1442,CCC(CC)(CC(=O)NC1=CC=CC(=C1)/C=C/C2=NC(=CS2)C3CCC3)C(=O)O
1443,C[N+]1([C@@H]2CC(CC1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4)C.[Br-]
1444,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@@H]4[C@@]3(CC[C@H](C4)O)C)O)C
1445,CC(COC[C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@@H]([C@@H]([C@H]7O)O)O[C@@H]8[C@H](O[C@H](O2)[C@@H]([C@H]8O)O)COCC(C)O)COCC(C)O)COCC(C)O)COCC(C)O)COCC(C)O)COCC(C)O)O)O)O
1446,C([C@@H]1[C@H]([C@@H]([C@](O1)(CO)OC[C@@H]2[C@H]([C@@H]([C@](O2)(CO)OC[C@@H]3[C@H]([C@@H]([C@](O3)(CO)O)O)O)O)O)O)O)O
1447,CCCCCCCCCCC(=O)O
1448,CC1CCCO1
1449,C1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])Cl
1450,CC(=O)NC1=CC=C(C=C1)O
1451,CP(=O)[O-]
1452,C1CN2C(=N1)C3=CC=CC=C3C2(C4=CC=C(C=C4)Cl)O
1453,CCCCCCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
1454,CCCCCC(CCCCC/C=C/C=C/C=C/C=C/C(=O)O)O
1455,[89Sr+2]
1456,C1=C(C(=O)NC(=O)N1C2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)F
1457,C1=CC=C(C(=C1)C(=O)O)N
1458,C1CN(CCC1(CN)C2=CC=C(C=C2)Cl)C3=NC=NC4=C3C=CN4
1459,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO
1460,CN(CCCCCCOC1=CC2=C(C=C1)C(=NS2)C3=CC=C(C=C3)Br)CC=C
1461,CC1=C(N(C(=C1)CC(=O)O)C)C(=O)C2=CC=C(C=C2)Cl
1462,CN1C2=C(C=C(C=C2)NS(=O)(=O)C3=CC=CC=C3)N=C1CC4=CC=C(C=C4)C(=N)N
1463,C[C@]12CC[C@H]3[C@H]([C@@H]1C[C@H]([C@@H]2O)O)CCC4=C3C=CC(=C4)O
1464,CC[C@@]1(CC2=CC=CC=C2O1)C3=NCCN3
1465,CC1=CC(=C(C=C1Cl)S(=O)(=O)[O-])NN=C2C(=O)C=CC3=CC=CC=C32.CC1=CC(=C(C=C1Cl)S(=O)(=O)[O-])NN=C2C(=O)C=CC3=CC=CC=C32.[Ba+2]
1466,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COS(=O)(=O)NC(=O)CN)O)O
1467,[205Pb]
1468,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)O
1469,CN1C2=CC(=C(C=C2C(=N1)C3=CC=C(C=C3)Br)F)OC/C=C/CN(C)CC=C
1470,C(CN)C(=O)O
1471,C(CN)CNCCSP(=O)(O)O
1472,CCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCC
1473,[O-2].[O-2].[O-2].[O-2].[Co+2].[Co+3].[Co+3]
1474,C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C(C5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)(C)C(=O)O
1475,C1C(C(OC1N2C3=C(C(=O)N=C(N3)N)NC2=O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O
1476,OS(=O)(=O)O.O=S(=O)=O
1477,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)SC1)C(=O)O.O
1478,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl
1479,CCNC(=O)[C@@H]1[C@H]([C@H](C(O1)N2C=NC3=C2N=C(N=C3N)NCCC4=CC=C(C=C4)CCC(=O)O)O)O
1480,CC/C(=C(/C1=CC=CC=C1)\C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3
1481,C1=CC(=C(C=C1CO)O)OC2=C(C=C(C=C2)Cl)Cl
1482,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1CC(=CCCCC(=O)O)O2)O)O
1483,C1=CC=C(C=C1)C(=O)NO
1484,C(C(=O)[O-])F
1485,CCS(=O)(=O)O
1486,CC1=CC(=CC(=C1)O)C
1487,C[C@]12CC[C@@H]([C@@]([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)CO)O
1488,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)N)N
1489,COCC1=C2C(=CC(=C1)O)[C@@H]3CC(C[C@@H]3[C@@H](O2)C4=CC=C(C=C4)O)(F)F
1490,CC[C@]1(CC(C2=C([C@H]1C(=O)OC)C=C3C(=C2O)C(=O)C4=C(C3=O)C=CC=C4O)O[C@H]5C[C@@H]([C@@H]([C@@H](O5)C)O[C@H]6C[C@H]7[C@@H]([C@@H](O6)C)O[C@H]8[C@@H](O7)CC(=O)[C@@H](O8)C)N(C)C)O
1491,CCCC(=O)C
1492,CCCCCOC1=CC=C(C=C1)C2=CC(=NO2)C3=CC=C(C=C3)C(=O)NC4C[C@@H]([C@H](NC(=O)[C@H]5[C@@H]([C@@H](CN5C(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H]6C[C@@H](CN6C(=O)[C@H](NC4=O)[C@@H](C)O)O)C([C@H](C7=CC(=C(C=C7)O)OS(=O)(=O)O)O)O)[C@H](CC(=O)N)O)C)O)O)O
1493,CC(C)(C)OC(=O)N1CC2=C(C[C@@H]1C(=O)NC)C=CC(=C2)NS(=O)(=O)O
1494,CCC(C)C(C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O)NC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)N)NC(=O)C(CC3=CN=CN3)NC(=O)C4CSSCC(C(=O)NC(C(=O)NC5CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N4)CC6=CC=CC=C6)CC(=O)N)CC(C)C)NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC5=O)CC(=O)N)CC(=O)O)CCSC)C(C)O)CC(=O)O)CCC(=O)O)CCC(=O)O)C(C)O)N
1495,C1COC1=O
1496,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C
1497,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F
1498,[2H]C(=O)[2H]
1499,[O-2].[O-2].[O-2].[Y+3].[Y+3]
1500,C1=CC(=CC=C1C#N)C2=CC=C(C=C2)OCCC(=O)NO
1501,CC(C)(C(Cl)(Cl)Cl)O
1502,CCCC/C=C\C/C=C\CCCCCCCC(=O)O
1503,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl
1504,CCCCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C
1505,C[C@@H]1CC2C(C[C@]3(C(O2)CC4C(O3)C(=CC(=O)O4)C)C)OC5C1OC6CC7[C@](CC8[C@](O7)(C/C=C\C9C(O8)CC1C(O9)CC2[C@@](O1)(C(CC(O2)CC(=C)C=O)O)C)C)(O[C@@]6(CC5)C)C
1506,C([C@@H](C(=O)O)N)C(=O)OP(=O)(O)O
1507,C(C#N)C(C(=O)O)N
1508,CCCCCCCCCCCCCCCC(=O)OC
1509,CC(=O)N[C@@H](CCSC)C(=O)O
1510,C1CC=C(C2=C(C1)ONC2=O)C[C@@H](C(=O)O)N
1511,CN[C@H]1C[C@H]([C@@H]([C@H]([C@@H]1O)O[C@H]2[C@H]3[C@H](C([C@H](O2)CO)O)O[C@@]4(O3)[C@@H]([C@@H]([C@H]([C@@H](O4)[C@H](CO)N)O)O)O)O)N
1512,C1=CC=C(C=C1)CC(=O)NC(=O)N
1513,C1=CC(=CC(=C1)C(=O)N)C2=CC=C(C=C2)[C@@H](CC3=C(C=CC(=C3)F)F)N
1514,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](C(=O)O)N)OC(=O)CCCCCCC/C=C\CCCCCCCC
1515,COC1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
1516,C1=CC(=C(C(=C1)F)C2=CC=C(C=C2)C(=O)O)F
